32
0	1765	1437	1507	1734	1674	1151	1817	1549	1040	1933	1107	1094	1185	1288	1977	1743	1950	1367	1552	1123	1910	1741	1537	1248	1713	1866	1298	1757	1668	1650	1450	
1765	0	1364	1985	1542	1357	1429	1459	1028	1528	1550	1375	1439	1762	1987	1381	1836	1684	1923	1645	1745	1863	1521	1534	1638	1041	1992	1378	1556	1807	1198	1814	
1437	1364	0	1039	1142	1991	1334	1883	1582	1303	1481	1370	1925	1452	1953	1657	1699	1434	1313	1636	1500	1673	1109	1391	1491	1189	1715	1914	1274	1027	2017	1488	
1507	1985	1039	0	1236	1435	1859	1272	2043	1031	1341	1385	1998	1470	1344	1088	1409	1352	1565	1143	1067	1634	1173	1075	1257	1489	1964	1869	1291	2021	1867	1541	
1734	1542	1142	1236	0	1800	1786	1071	1228	1424	1885	1037	1224	1195	1531	1784	1396	1460	1608	1566	1407	1687	1359	1610	1667	1920	1468	1884	1852	1084	1788	1115	
1674	1357	1991	1435	1800	0	1637	1118	1802	1329	1292	1306	1136	1805	1398	1178	1422	1714	1546	1287	1799	1166	1328	1633	1471	1152	1064	1849	1548	2030	1131	2002	
1151	1429	1334	1859	1786	1637	0	1551	1721	1215	1202	1648	1451	1927	1974	1295	1683	1080	2013	1890	1046	1733	1051	1169	1280	1908	1122	1310	1030	2029	1843	1346	
1817	1459	1883	1272	1071	1118	1551	0	1951	1678	1924	1380	1132	1464	1302	1111	1570	1904	1249	1241	1801	1747	1898	1579	1543	1858	1672	1235	2047	1861	1576	1277	
1549	1028	1582	2043	1228	1802	1721	1951	0	1061	1503	1226	1059	1402	1580	1624	1720	1397	2037	1256	1053	1179	1776	1190	1959	1289	1301	1515	1130	1087	1654	1482	
1040	1528	1303	1031	1424	1329	1215	1678	1061	0	1732	1887	1413	1775	1655	1095	1846	1864	1281	1584	1060	2022	1176	1366	1725	1774	1803	1129	1735	1145	2023	1770	
1933	1550	1481	1341	1885	1292	1202	1924	1503	1732	0	1216	1126	2007	1273	1912	1944	1621	1317	1881	1829	1201	2045	1919	1567	1561	1206	1768	1415	1065	1261	1999	
1107	1375	1370	1385	1037	1306	1648	1380	1226	1887	1216	0	1135	1411	1332	1205	1074	1875	1372	2026	1945	1487	1640	1662	1141	1455	1286	1056	1519	1047	1856	1484	
1094	1439	1925	1998	1224	1136	1451	1132	1059	1413	1126	1135	0	1832	1853	1293	1168	1895	1214	1568	1181	1916	1311	1427	1658	1193	1532	1379	1795	1227	1894	2040	
1185	1762	1452	1470	1195	1805	1927	1464	1402	1775	2007	1411	1832	0	1749	1823	1492	1686	1154	1602	1376	1629	2012	1496	1695	1812	2020	1339	1318	1652	1267	1555	
1288	1987	1953	1344	1531	1398	1974	1302	1580	1655	1273	1332	1853	1749	0	2032	1572	1897	1297	2015	1026	1054	1681	1436	1785	1969	2010	1180	1722	1761	1860	1960	
1977	1381	1657	1088	1784	1178	1295	1111	1624	1095	1912	1205	1293	1823	2032	0	1399	1811	1917	1221	1767	1171	1210	1335	1796	1160	1231	1494	1619	1097	1955	1229	
1743	1836	1699	1409	1396	1422	1683	1570	1720	1846	1944	1074	1168	1492	1572	1399	0	1595	1569	1360	1124	1676	1448	1982	1594	1873	2044	1162	1246	2031	1899	1731	
1950	1684	1434	1352	1460	1714	1080	1904	1397	1864	1621	1875	1895	1686	1897	1811	1595	0	1456	1794	1058	1854	1076	1184	1270	1954	1234	1025	1082	2011	1840	1641	
