32
0	1713	1259	1694	1817	1884	1172	1466	1918	1345	1092	1403	1770	1917	2044	1225	1500	1796	1235	1067	1752	1287	1431	1420	1507	1854	1074	1691	1234	1118	1914	1766	
1713	0	1199	1347	1163	1557	1934	1408	1930	1279	1059	1877	1562	1317	1119	1846	2013	1401	2011	1391	1410	2032	1543	1702	2036	2029	1106	1555	1581	1730	1908	1619	
1259	1199	0	1282	1712	1725	1442	1145	1300	1179	1433	1371	1076	1058	1434	2008	1353	1213	1348	1944	1759	1150	1256	1368	1060	1563	1642	1919	1463	1366	1635	1203	
1694	1347	1282	0	1152	1874	2045	2038	1038	1111	1186	1080	1748	1269	1099	1236	1257	1924	1840	1480	1721	2001	1907	1987	1294	1698	1941	1176	1714	2037	1745	1832	
1817	1163	1712	1152	0	1206	1124	1201	1357	1938	1590	1969	1795	1392	1879	1800	1545	1544	1814	1399	1329	1802	1114	1501	1396	2039	1775	1450	1437	1515	1237	1120	
1884	1557	1725	1874	1206	0	1351	1319	1859	1633	1831	1373	1530	1483	1161	1574	1975	1426	1681	1170	1131	1825	1559	1973	1779	1540	1976	1335	1286	1678	1735	1457	
1172	1934	1442	2045	1124	1351	0	1538	1572	1974	1531	1238	1261	1783	1476	1789	1566	1103	1339	1765	2018	2022	1274	1133	1324	1414	1488	1523	1873	1382	1137	1200	
1466	1408	1145	2038	1201	1319	1538	0	1921	1415	1704	1648	1664	1772	1666	1628	1592	1472	1343	1187	1336	1245	1083	1897	1626	1355	1168	1517	1043	1158	1302	1763	
1918	1930	1300	1038	1357	1859	1572	1921	0	1177	1644	1462	1260	1686	1127	1209	1258	1671	1922	1520	1326	1583	1632	1430	1588	1270	1726	1474	1614	1453	1888	1659	
1345	1279	1179	1111	1938	1633	1974	1415	1177	0	1737	1376	1216	1439	1068	1656	1607	1511	1911	1518	1062	1441	1548	1291	1044	1529	1720	1870	1052	1947	1498	1860	
1092	1059	1433	1186	1590	1831	1531	1704	1644	1737	0	1643	1812	1121	1546	1753	1551	1069	1338	1283	1204	1791	1510	1790	1928	1604	2010	1553	1085	1346	1847	1786	
1403	1877	1371	1080	1969	1373	1238	1648	1462	1376	1643	0	1334	1709	1587	1992	1597	1413	1809	2034	1159	1178	1503	1638	1243	1390	1032	1372	1640	1142	1091	1374	
1770	1562	1076	1748	1795	1530	1261	1664	1260	1216	1812	1334	0	1222	1181	1761	1493	1240	1532	1793	1098	1173	1865	1757	1739	1554	1989	1807	1356	1281	1465	1668	
1917	1317	1058	1269	1392	1483	1783	1772	1686	1439	1121	1709	1222	0	1596	1167	1195	1224	1514	1487	1652	1497	1801	1986	1109	1915	1263	1267	1460	1636	1296	1427	
2044	1119	1434	1099	1879	1161	1476	1666	1127	1068	1546	1587	1181	1596	0	1898	1931	1377	1953	1645	1689	1197	1641	1867	1271	1328	1288	1278	1365	1993	1816	1876	
1225	1846	2008	1236	1800	1574	1789	1628	1209	1656	1753	1992	1761	1167	1898	0	1369	1966	1419	1655	1053	1095	1863	1868	1486	1965	1740	1522	1799	1856	1424	1298	
1500	2013	1353	1257	1545	1975	1566	1592	1258	1607	1551	1597	1493	1195	1931	1369	0	2046	1087	1813	1192	1381	1295	1861	1473	1585	1738	1687	1715	1155	1710	1425	
1796	1401	1213	1924	1544	1426	1103	1472	1671	1511	1069	1413	1240	1224	1377	1966	2046	0	1613	1654	1927	1536	1899	1198	1182	1218	1398	1125	1570	1478	1895	1630	
1235	2011	1348	1840	1814	1681	1339	1343	1922	1911	1338	1809	1532	1514	1953	1419	1087	1613	0	1504	1669	1208	1492	1219	1940	1646	1438	1443	1999	1851	1547	1444	
1067	1391	1944	1480	1399	1170	1765	1187	1520	1518	1283	2034	1793	1487	1645	1655	1813	1654	1504	0	2035	1140	1028	1693	1988	1665	1869	1247	1620	1136	1196	1977	
1752	1410	1759	1721	1329	1131	2018	1336	1326	1062	1204	1159	1098	1652	1689	1053	1192	1927	1669	2035	0	1289	1995	1707	1568	1830	1733	1892	1929	1262	1094	1285	
1287	2032	1150	2001	1802	1825	2022	1245	1583	1441	1791	1178	1173	1497	1197	1095	1381	1536	1208	1140	1289	0	1358	1883	1810	1400	1910	1475	2019	1834	1194	1268	
1431	1543	1256	1907	1114	1559	1274	1083	1632	1548	1510	1503	1865	1801	1641	1863	1295	1899	1492	1028	1995	1358	0	1360	1887	1677	1894	1732	2024	1340	1494	1171	
1420	1702	1368	1987	1501	1973	1133	1897	1430	1291	1790	1638	1757	1986	1867	1868	1861	1198	1219	1693	1707	1883	1360	0	1040	1388	1481	1154	2025	1639	1526	2005	
1507	2036	1060	1294	1396	1779	1324	1626	1588	1044	1928	1243	1739	1109	1271	1486	1473	1182	1940	1988	1568	1810	1887	1040	0	1591	1387	1571	1525	1968	1479	1627	
1854	2029	1563	1698	2039	1540	1414	1355	1270	1529	1604	1390	1554	1915	1328	1965	1585	1218	1646	1665	1830	1400	1677	1388	1591	0	2030	1063	1307	1890	1383	1784	
1074	1106	1642	1941	1775	1976	1488	1168	1726	1720	2010	1032	1989	1263	1288	1740	1738	1398	1438	1869	1733	1910	1894	1481	1387	2030	0	1097	1833	1923	1829	1933	
1691	1555	1919	1176	1450	1335	1523	1517	1474	1870	1553	1372	1807	1267	1278	1522	1687	1125	1443	1247	1892	1475	1732	1154	1571	1063	1097	0	1537	1997	1837	1699	
1234	1581	1463	1714	1437	1286	1873	1043	1614	1052	1085	1640	1356	1460	1365	1799	1715	1570	1999	1620	1929	2019	2024	2025	1525	1307	1833	1537	0	1330	1706	1560	
1118	1730	1366	2037	1515	1678	1382	1158	1453	1947	1346	1142	1281	1636	1993	1856	1155	1478	1851	1136	1262	1834	1340	1639	1968	1890	1923	1997	1330	0	1718	1190	
1914	1908	1635	1745	1237	1735	1137	1302	1888	1498	1847	1091	1465	1296	1816	1424	1710	1895	1547	1196	1094	1194	1494	1526	1479	1383	1829	1837	1706	1718	0	1277	
1766	1619	1203	1832	1120	1457	1200	1763	1659	1860	1786	1374	1668	1427	1876	1298	1425	1630	1444	1977	1285	1268	1171	2005	1627	1784	1933	1699	1560	1190	1277	0	
