32
0	1433	1877	1924	1660	1548	1666	1119	1342	1553	1722	2039	1027	1860	1934	1859	1532	2040	1149	1370	1761	1824	1671	1806	1495	1739	1220	1232	1389	1476	1803	1519	
1433	0	1960	1278	1765	1242	1145	1599	1980	1968	1081	1591	1412	1836	1499	1876	1490	1356	1202	1293	1664	1401	1097	1156	1796	1115	1073	1345	1998	1508	1830	1165	
1877	1960	0	1376	1995	1650	1262	1187	1125	1414	1693	1426	1896	1062	1089	1302	1905	1279	1169	1534	1567	2032	1326	1315	2011	1028	2027	1209	1884	2022	2038	1133	
1924	1278	1376	0	1197	1212	1223	1581	1631	1362	1865	1964	1941	1042	1827	1743	1707	1091	1961	1126	1226	1673	1856	1794	1268	1429	1255	1922	1371	1374	1364	1051	
1660	1765	1995	1197	0	1883	1099	2034	1228	1878	1142	1592	1154	1974	1271	1078	1333	1309	1248	1833	1999	1552	1049	1908	1717	1292	1026	1816	1870	1355	1269	1267	
1548	1242	1650	1212	1883	0	1570	2008	2017	1377	1630	1993	1991	1472	1204	1439	1526	1352	1216	1583	2035	1361	1164	1150	1554	1954	1296	1672	1988	1655	1682	1222	
1666	1145	1262	1223	1099	1570	0	1079	1609	1128	1336	1327	1249	1471	1305	1294	1608	2010	1316	1568	1349	1529	1843	1594	1403	1809	1812	2015	1946	1684	1559	1955	
1119	1599	1187	1581	2034	2008	1079	0	1718	1487	1981	1670	1065	2029	1931	1912	1505	1239	1516	1388	1307	1335	1676	1831	1888	1576	1887	1312	1100	1709	1428	1449	
1342	1980	1125	1631	1228	2017	1609	1718	0	1230	1369	1590	1427	1970	1603	1052	2002	1478	1668	1565	1736	1783	1899	1579	1474	1195	1740	2021	1485	1918	1112	1838	
1553	1968	1414	1362	1878	1377	1128	1487	1230	0	1177	1804	1569	1218	1250	1270	1716	1415	1832	1755	1881	1231	1986	1690	1661	1104	1926	1756	1301	1642	1398	1105	
1722	1081	1693	1865	1142	1630	1336	1981	1369	1177	0	1120	1795	1343	1053	1774	1432	1802	1297	1085	1072	1788	1129	1431	1536	1310	1742	1890	1578	1057	2023	1927	
2039	1591	1426	1964	1592	1993	1327	1670	1590	1804	1120	0	1752	1176	1900	1807	1306	2025	1819	1613	1064	1626	1206	1354	1749	2033	1885	1513	1764	1945	1688	1786	
1027	1412	1896	1941	1154	1991	1249	1065	1427	1569	1795	1752	0	1211	1509	1754	1411	1837	1614	1679	1600	1771	1935	1348	2000	1586	1141	1844	1936	1852	1685	1160	
1860	1836	1062	1042	1974	1472	1471	2029	1970	1218	1343	1176	1211	0	1166	1373	1633	1678	1484	1868	1910	1624	1787	1452	1652	1082	1413	1584	1612	2047	1030	1093	
1934	1499	1089	1827	1271	1204	1305	1931	1603	1250	1053	1900	1509	1166	0	1470	1822	1322	1076	1622	1523	1479	1494	1891	1979	1706	1779	1826	1240	1564	1287	1611	
1859	1876	1302	1743	1078	1439	1294	1912	1052	1270	1774	1807	1754	1373	1470	0	1459	1969	1070	1090	1715	1303	1050	1621	1540	1929	1461	1067	1648	2028	1850	1550	
1532	1490	1905	1707	1333	1526	1608	1505	2002	1716	1432	1306	1411	1633	1822	1459	0	1424	1289	1395	1489	1260	1704	1963	1842	1196	2006	1313	1571	1359	1329	1130	
2040	1356	1279	1091	1309	1352	2010	1239	1478	1415	1802	2025	1837	1678	1322	1969	1424	0	1758	1167	1136	1227	1420	2019	1034	1229	1175	1480	1919	1984	1561	1507	
