32
0	2023	1235	2035	1956	1512	1442	1147	1534	1063	1806	1975	1064	1066	1902	1604	1131	1080	1814	1648	2002	1599	1124	1694	2047	1517	1668	1676	1290	1051	1976	1628	
2023	0	1777	1399	1426	1684	2042	1524	1635	1954	1456	1544	1137	1380	1222	1735	1909	1334	1600	1553	1716	1307	1387	1428	1105	1401	1483	1049	1918	1783	1099	1518	
1235	1777	0	1556	1087	1782	1500	1230	1841	2015	1987	1160	1221	1211	1549	1421	2048	1474	1284	1560	1144	1264	1378	1185	1325	1163	1186	1726	1965	2012	1674	1034	
2035	1399	1556	0	1278	1786	1695	1646	1356	1595	1041	1088	1766	1781	1102	1801	1893	1797	1140	1231	1652	1268	1897	1050	1406	1905	1082	1078	1994	1188	2007	1514	
1956	1426	1087	1278	0	2036	1774	1094	1657	1400	1352	1697	1258	1057	1210	1870	1091	1856	1926	1150	1048	1891	1564	1551	1768	1795	1580	1964	1585	1104	1984	1667	
1512	1684	1782	1786	2036	0	1116	1896	1952	1940	1328	1176	1359	1475	1895	1992	1575	1254	1863	1038	1955	1527	1651	1876	1168	2009	1862	1779	1312	1052	1044	1074	
1442	2042	1500	1695	1774	1116	0	1616	1543	1347	1495	1241	1093	1337	1092	1167	1615	1570	1386	1095	1444	1691	1789	1454	2000	1504	1395	1588	1622	1894	1260	1979	
1147	1524	1230	1646	1094	1896	1616	0	1734	1396	1663	1031	1751	1353	1463	1832	1361	2041	1360	1152	2005	1932	2022	1704	1993	1476	1643	1971	2013	1815	2003	1322	
1534	1635	1841	1356	1657	1952	1543	1734	0	1820	1297	1339	1591	1097	1039	1981	1247	1126	1026	1711	1990	1738	1933	1059	1299	1848	1263	1197	1130	1079	1946	1577	
1063	1954	2015	1595	1400	1940	1347	1396	1820	0	1763	1288	1822	1650	1112	1430	1904	1742	1732	1183	1634	1259	1945	1690	1813	1303	1028	1493	1289	1073	1447	1035	
1806	1456	1987	1041	1352	1328	1495	1663	1297	1763	0	1903	1647	1245	1948	1311	1915	1213	1748	1988	1529	1617	1103	1838	1321	1700	1200	1817	2046	1228	1589	1238	
